,index,Global_active_power,Global_reactive_power,Voltage,Sub_metering_total,Hour,Minutes,day,month,year
29570,1053209,0.384,0.104,245.32,0,2,53,17,12,2008
29571,1100672,0.234,0,245.59,0,1,56,19,1,2009
29572,879337,0.082,0,241.37,0,9,1,18,8,2008
29573,1872959,0.26,0.066,240.34,1,9,23,9,7,2010
29574,2029598,0.442,0.236,244.29,2,4,2,26,10,2010
29575,570691,0.32,0.058,242.15,0,0,55,17,1,2008
29576,343988,0.176,0.096,237.06,0,14,32,12,8,2007
29577,233553,1.962,0.074,232.23,19,21,57,27,5,2007
29578,1682227,2.368,0.062,243.5,19,22,31,26,2,2010
29579,1030633,1.504,0.076,240.8,18,10,37,1,12,2008
29580,1514113,0.416,0.198,243.11,1,4,37,2,11,2009
29581,1474843,1.75,0.1,241,2,22,7,5,10,2009
29582,152980,1.944,0.246,241.94,21,23,4,1,4,2007
29583,346996,0.142,0,236.34,0,16,40,14,8,2007
29584,1183614,1.574,0.378,242.58,18,16,18,17,3,2009
29585,613971,0.266,0,245.42,0,2,15,16,2,2008
29586,83440,1.356,0,239.06,18,16,4,12,2,2007
29587,1184766,1.406,0.082,242.88,18,11,30,18,3,2009
29588,1123367,1.312,0.074,242.15,2,20,11,3,2,2009
29589,321673,0.128,0,238.5,0,2,37,28,7,2007
29590,1388571,0.204,0.102,240.24,1,0,15,7,8,2009
29591,1260615,0.474,0.232,243.38,1,3,39,10,5,2009
29592,1394971,0.324,0.252,241.67,1,10,55,11,8,2009
29593,264987,0.1,0,243.06,0,17,51,18,6,2007
29594,1452516,0.318,0.236,239.79,2,10,0,20,9,2009
29595,983261,0.688,0.06,242.71,0,13,5,29,10,2008
29596,1711597,1.424,0.104,240.7,20,8,1,19,3,2010
29597,1254086,1.83,0.206,240.15,23,14,50,5,5,2009
29598,317197,0.51,0.054,236.19,7,0,1,25,7,2007
29599,13384,2.418,0,246,0,0,28,26,12,2006
29600,1669143,2.802,0.08,236.02,19,20,27,17,2,2010
29601,1569555,1.476,0.156,247.01,19,16,39,10,12,2009
29602,1185091,0.384,0.104,244.17,0,16,55,18,3,2009
29603,955388,0.252,0,242.05,0,4,32,10,10,2008
29604,1978350,0.154,0.052,238.52,0,13,54,20,9,2010
29605,409272,0.446,0,242.37,0,22,36,26,9,2007
29606,277710,0.268,0.202,238.95,1,13,54,27,6,2007
29607,759775,1.87,0.168,236.78,28,8,19,27,5,2008
29608,884840,0.082,0,240.95,1,4,44,22,8,2008
29609,1835932,0.332,0,241.46,1,16,16,13,6,2010
29610,1226445,1.328,0,235.72,18,10,9,16,4,2009
29611,370450,0.398,0.134,243.25,1,23,34,30,8,2007
29612,1531615,1.682,0.102,238.24,18,8,19,14,11,2009
29613,1727089,0.454,0.316,243.83,1,2,13,30,3,2010
29614,670014,0.232,0.052,244.48,0,0,18,26,3,2008
29615,268804,0.188,0.114,240.09,1,9,28,21,6,2007
29616,82053,0.436,0.236,241.9,1,16,57,11,2,2007
29617,704685,0.996,0.272,245.9,11,2,9,19,4,2008
29618,949902,0.33,0.094,240.52,2,9,6,6,10,2008
29619,1193723,0.274,0,244.98,0,16,47,24,3,2009
29620,387731,1.386,0.246,242.64,19,23,35,11,9,2007
29621,1348640,0.996,0.142,242.71,12,6,44,10,7,2009
29622,931860,1.624,0.248,241.48,1,20,24,23,9,2008
29623,1443346,0.39,0.246,244.27,1,1,10,14,9,2009
29624,852230,1.222,0.314,237.4,13,13,14,30,7,2008
29625,1916739,0.25,0.112,237.63,1,19,3,8,8,2010
29626,450161,2.788,0.054,236.72,17,8,5,25,10,2007
29627,776271,0.622,0.384,235.89,3,19,15,7,6,2008
29628,440884,3.236,0.15,238.65,18,21,28,18,10,2007
29629,460974,0.196,0,236.23,0,20,18,1,11,2007
29630,2036779,0.988,0.222,245.76,3,3,43,31,10,2010
29631,1836708,0.368,0.216,242.59,1,5,12,14,6,2010
29632,1239395,1.902,0.18,238.97,20,9,59,25,4,2009
29633,1046371,1.672,0.074,242.86,18,8,55,12,12,2008
29634,1667724,2.806,0.102,238.83,19,20,48,16,2,2010
29635,1649238,1.336,0.05,241.07,20,0,42,4,2,2010
29636,1744361,0.336,0.11,244.67,1,2,5,11,4,2010
29637,1527341,0.652,0.114,242.61,1,9,5,11,11,2009
29638,926112,2.382,0,236.95,18,20,36,19,9,2008
29639,740472,2.124,0.074,239.08,2,22,36,13,5,2008
29640,1820607,0.17,0,240.98,0,0,51,3,6,2010
29641,161916,2.354,0.068,240.06,0,4,0,8,4,2007
29642,335961,0.91,0.11,236.44,0,0,45,7,8,2007
29643,1941142,0.25,0.092,241.3,2,17,46,25,8,2010
29644,1353358,0.226,0.134,242.13,1,13,22,13,7,2009
29645,1355642,0.264,0.106,242.85,1,3,26,15,7,2009
29646,1301685,2.112,0.354,240.46,19,16,9,7,6,2009
29647,1651124,1.37,0,238.56,18,8,8,5,2,2010
29648,24595,1.25,0,238.85,17,19,19,2,1,2007
29649,63737,1.694,0.306,243.64,20,23,41,29,1,2007
29650,1261314,1.754,0.098,241.55,20,15,18,10,5,2009
29651,479347,1.356,0,238.73,20,14,31,14,11,2007
29652,356445,0.112,0,241.87,0,6,9,21,8,2007
29653,607984,1.548,0.112,239.45,0,22,28,11,2,2008
29654,558659,1.384,0,243.36,18,16,23,8,1,2008
29655,720470,1.304,0,240.36,1,1,14,30,4,2008
29656,616315,0.462,0.074,241.38,0,17,19,17,2,2008
29657,567166,1.46,0.05,240.88,18,14,10,14,1,2008
29658,927391,0.346,0.268,241.57,2,17,55,20,9,2008
29659,1192212,0.296,0,241.48,0,15,36,23,3,2009
29660,1800239,1.308,0.11,240.36,1,21,23,19,5,2010
29661,837,2.258,0.056,239.9,0,7,21,17,12,2006
29662,1044842,3.02,0.36,241.97,19,7,26,11,12,2008
29663,1223381,1.812,0.19,236.96,18,7,5,14,4,2009
29664,940972,0.336,0.114,241.62,1,4,16,30,9,2008
29665,781812,1.284,0.106,239.25,19,15,36,11,6,2008
29666,1553546,0.94,0.192,245.35,2,13,50,29,11,2009
29667,1803876,1.62,0.064,241.21,19,10,0,22,5,2010
29668,1147060,0.564,0.288,240.34,2,7,4,20,2,2009
29669,753830,0.276,0.162,238.42,2,5,14,23,5,2008
29670,1345815,1.756,0.084,239.33,18,7,39,8,7,2009
29671,630128,0.21,0,239.2,0,7,32,27,2,2008
29672,1221496,0.71,0.122,244.24,2,23,40,12,4,2009
29673,1207607,1.766,0.074,237.34,19,8,11,3,4,2009
29674,1792431,1.604,0.214,240.62,20,11,15,14,5,2010
29675,689931,1.946,0,237.91,18,20,15,8,4,2008
29676,1916762,0.316,0.202,237.98,2,19,26,8,8,2010
29677,481579,0.338,0.092,244.06,0,3,43,16,11,2007
29678,1139715,1.388,0.084,244.75,0,4,39,15,2,2009
29679,1371914,0.22,0.132,242.75,1,10,38,26,7,2009
29680,1889322,0.648,0.062,241.78,1,18,6,20,7,2010
29681,1113500,0.37,0.09,247.59,1,23,44,27,1,2009
29682,682364,0.214,0,241.4,0,14,8,3,4,2008
29683,1446654,1.832,0.292,238.02,20,8,18,16,9,2009
29684,17399,1.768,0,239.33,2,19,23,28,12,2006
29685,215657,0.344,0.058,234.78,0,11,41,15,5,2007
29686,1137781,1.36,0.06,243.38,0,20,25,13,2,2009
29687,1490615,1.84,0,237.77,1,20,59,16,10,2009
29688,766959,0.244,0.114,240.48,2,8,3,1,6,2008
29689,966507,2.212,0.074,239.29,6,21,51,17,10,2008
29690,182593,1.832,0.322,240.6,19,12,37,22,4,2007
29691,1396296,0.248,0.138,241.26,2,9,0,12,8,2009
29692,778141,0.264,0.118,241.29,1,2,25,9,6,2008
29693,1998434,1.98,0.3,238.19,18,12,38,4,10,2010
29694,1391500,0.136,0,241.11,1,1,4,9,8,2009
29695,1423078,0.612,0.106,244.59,0,23,22,30,8,2009
29696,121303,3.396,0,235.38,17,23,7,10,3,2007
29697,1695739,2.642,0,243.75,19,7,43,8,3,2010
29698,166397,0.302,0.102,239.76,2,6,41,11,4,2007
29699,766108,1.596,0.14,242.16,19,17,52,31,5,2008
29700,1267962,0.444,0.216,243.17,2,6,6,15,5,2009
29701,974208,0.334,0.096,242.76,2,6,12,23,10,2008
29702,972739,0.35,0.1,241.87,1,5,43,22,10,2008
29703,1800606,0.27,0.046,242.75,1,3,30,20,5,2010
29704,426958,0.316,0.1,241.04,0,5,22,9,10,2007
29705,1938519,0.382,0.1,241.35,1,22,3,23,8,2010
29706,276275,0.128,0,239.35,0,13,59,26,6,2007
29707,220007,0.388,0.11,236.27,2,12,11,18,5,2007
29708,1927786,0.164,0,243.18,1,11,10,16,8,2010
29709,434262,0.322,0.092,241.23,0,7,6,14,10,2007
29710,772788,1.248,0.09,233.72,17,9,12,5,6,2008
29711,65852,1.356,0.084,237.83,17,10,56,31,1,2007
29712,724545,1.17,0.222,239.76,7,21,9,2,5,2008
29713,2037015,0.364,0.14,245.82,1,7,39,31,10,2010
29714,1605725,2.48,0.192,243.69,18,19,29,4,1,2010
29715,1608767,1.648,0.224,244.39,1,22,11,6,1,2010
29716,1174699,1.608,0,242,19,11,43,11,3,2009
29717,699351,1.424,0.126,240.35,18,9,15,15,4,2008
29718,1369748,0.134,0,244.35,1,22,32,24,7,2009
29719,853550,1.37,0,238.11,18,11,14,31,7,2008
29720,412635,0.296,0.092,241.55,1,6,39,29,9,2007
29721,169453,1.376,0.102,239.53,18,9,37,13,4,2007
29722,1096724,1.504,0.172,242.94,19,8,8,16,1,2009
29723,127409,1.364,0.084,238.85,17,4,53,15,3,2007
29724,1607824,1.514,0.22,245.42,21,6,28,6,1,2010
29725,955464,1.35,0,237.79,18,5,48,10,10,2008
29726,2002837,1.526,0.064,242.06,19,14,1,7,10,2010
29727,720911,1.532,0.1,240.59,18,8,35,30,4,2008
29728,652099,1.454,0,240.14,18,13,43,13,3,2008
29729,885722,0.082,0,243.17,1,19,26,22,8,2008
29730,916440,0.146,0,240.59,1,3,24,13,9,2008
29731,1386814,0.31,0.24,241.49,1,18,58,5,8,2009
29732,1387139,0.24,0.128,239.94,0,0,23,6,8,2009
29733,1692745,0.25,0,242.42,1,5,49,6,3,2010
29734,873579,0.176,0.154,241.61,0,9,3,14,8,2008
29735,1143761,0.312,0.056,245.66,0,0,5,18,2,2009
29736,1210241,0.298,0,241.9,0,4,5,5,4,2009
29737,1994354,1.804,0.086,241.09,19,16,38,1,10,2010
29738,1371548,0.246,0.144,242.92,0,4,32,26,7,2009
29739,1908559,0.496,0.106,241.57,5,2,43,3,8,2010
29740,429121,0.222,0,242.32,0,17,25,10,10,2007
29741,1322127,1.518,0.128,241.56,20,20,51,21,6,2009
29742,1549547,0.86,0.11,239.69,0,19,11,26,11,2009
29743,107411,0.216,0,239.89,0,7,35,1,3,2007
29744,1411179,0.76,0.342,240.56,3,17,3,22,8,2009
29745,872158,0.272,0.27,239.91,2,9,22,13,8,2008
29746,2072901,0.302,0.058,244.09,0,5,45,25,11,2010
29747,1136559,0.236,0,245.2,0,0,3,13,2,2009
29748,257915,2.14,0.4,239.43,19,19,59,13,6,2007
29749,1691661,0.606,0.134,242.61,0,11,45,5,3,2010
29750,39342,0.322,0.17,244.41,0,1,6,13,1,2007
29751,1407364,0.238,0.082,243.47,0,1,28,20,8,2009
29752,1627672,0.428,0.242,243.47,1,1,16,20,1,2010
29753,1257744,0.266,0,242.43,1,3,48,8,5,2009
29754,1990262,3.106,0.092,237.09,31,20,26,28,9,2010
29755,309757,1.21,0.08,234.9,18,20,1,19,7,2007
29756,2058557,0.572,0.188,243.28,0,6,41,15,11,2010
29757,936396,0.15,0,241.35,1,0,0,27,9,2008
29758,1048708,0.312,0,244.16,0,23,52,13,12,2008
29759,1063069,0.306,0.086,244.26,2,23,13,23,12,2008
29760,917320,0.426,0.292,240.06,3,18,4,13,9,2008
29761,398629,0.108,0,239.84,0,13,13,19,9,2007
29762,1321212,0.316,0.102,242.37,2,5,36,21,6,2009
29763,848726,0.224,0.084,240.38,1,2,50,28,7,2008
29764,336932,1.886,0.11,232.62,17,16,56,7,8,2007
29765,874443,0.182,0.162,244.76,1,23,27,14,8,2008
29766,450159,2.844,0.054,237.06,17,8,3,25,10,2007
29767,785328,0.25,0.132,239.79,1,2,12,14,6,2008
29768,1373442,0.234,0.132,242.89,2,12,6,27,7,2009
29769,105255,0.218,0,242.11,0,19,39,27,2,2007
29770,1568063,1.506,0.226,245.65,20,15,47,9,12,2009
29771,117193,0.312,0.05,241.03,0,2,37,8,3,2007
29772,1006394,0.48,0.054,244.47,0,14,38,14,11,2008
29773,716069,0.624,0.06,243.66,1,23,53,26,4,2008
29774,1144041,0.338,0.056,245.41,0,4,45,18,2,2009
29775,1330232,0.372,0.24,242.64,0,11,56,27,6,2009
29776,1651825,2.816,0.228,238.47,18,19,49,5,2,2010
29777,1613060,3.106,0.348,240.56,19,21,44,9,1,2010
29778,1493016,1.424,0,243.63,19,13,0,18,10,2009
29779,1805814,0.666,0.316,239.46,1,18,18,23,5,2010
29780,1294684,0.558,0.238,242.81,0,19,28,2,6,2009
29781,975621,0.242,0,240.68,0,5,45,24,10,2008
29782,1270541,0.464,0.25,241.8,2,1,5,17,5,2009
29783,1566996,2.084,0.054,238.31,18,22,0,8,12,2009
29784,790907,0.372,0.216,243.76,2,23,11,17,6,2008
29785,210921,0.314,0.214,234.11,0,4,45,12,5,2007
29786,1184633,1.386,0.08,241.72,18,9,17,18,3,2009
29787,643140,1.38,0.092,240.8,17,8,24,7,3,2008
29788,1817193,0.42,0.058,241.21,1,15,57,31,5,2010
29789,1438868,1.184,0.154,244.22,2,22,32,10,9,2009
29790,680128,0.296,0,242.9,0,0,52,2,4,2008
29791,1119798,2.652,0,243.65,18,8,42,1,2,2009
29792,916308,0.594,0.164,241.9,7,1,12,13,9,2008
29793,1652555,2.634,0,238.65,18,7,59,6,2,2010
29794,519113,0.298,0.09,243.17,2,5,17,12,12,2007
29795,2048923,1.428,0.06,235.36,19,14,7,8,11,2010
29796,1778404,0.52,0,237.42,1,17,28,4,5,2010
29797,778781,1.424,0.078,233.95,20,13,5,9,6,2008
29798,754045,1.656,0.096,241.49,18,8,49,23,5,2008
29799,939254,0.442,0.232,240.31,2,23,38,28,9,2008
29800,496680,0.224,0,244.6,0,15,24,26,11,2007
29801,1881681,0.21,0,242.51,1,10,45,15,7,2010
29802,1674375,2.502,0.4,240.89,33,11,39,21,2,2010
29803,563379,2.24,0,238.93,19,23,3,11,1,2008
29804,1560275,0.396,0.126,247.16,1,5,59,4,12,2009
29805,890433,0.08,0,239.4,0,1,57,26,8,2008
29806,882915,0.156,0.124,241.24,0,20,39,20,8,2008
29807,1558888,2.29,0.24,240.12,1,6,52,3,12,2009
29808,1846769,0.194,0.046,240.4,1,4,53,21,6,2010
29809,772312,0.268,0.094,238.03,3,1,16,5,6,2008
29810,1884653,0.34,0.246,241.94,2,12,17,17,7,2010
29811,582135,1.234,0,243.88,0,23,39,24,1,2008
29812,323611,0.192,0.114,233.85,0,10,55,29,7,2007
29813,1559724,1.388,0,242.82,1,20,48,3,12,2009
29814,515821,1.142,0.168,242.9,0,22,25,9,12,2007
29815,427074,1.996,0,236.24,17,7,18,9,10,2007
29816,1171009,2.074,0.296,239.01,25,22,13,8,3,2009
29817,1332727,1.126,0.266,241.84,12,5,31,29,6,2009
29818,712917,0.348,0.114,240.7,1,19,21,24,4,2008
29819,1679341,0.712,0.052,243.09,0,22,25,24,2,2010
29820,18730,1.546,0.228,233.84,0,17,34,29,12,2006
29821,1280108,0.45,0.108,243.88,1,16,32,23,5,2009
29822,470127,0.228,0,243.15,0,4,51,8,11,2007
29823,133804,1.394,0.068,241.99,18,15,28,19,3,2007
29824,206725,1.88,0,233.95,17,6,49,9,5,2007
29825,118425,1.464,0.09,241.61,16,23,9,8,3,2007
29826,1073619,0.378,0.178,243.97,0,7,3,31,12,2008
29827,1969055,0.312,0.206,242.34,2,2,59,14,9,2010
29828,1261868,0.354,0.086,242.8,0,0,32,11,5,2009
29829,496378,1.558,0.066,239.51,18,10,22,26,11,2007
29830,1653884,0.328,0.068,244.61,0,6,8,7,2,2010
29831,1346075,1.414,0.21,241.97,19,11,59,8,7,2009
29832,2029632,0.428,0.232,243.34,2,4,36,26,10,2010
29833,112600,1.408,0,237.65,15,22,4,4,3,2007
29834,1942552,0.284,0.078,244.42,0,17,16,26,8,2010
29835,1854257,1.498,0.102,238.81,18,9,41,26,6,2010
29836,1332899,1.664,0.288,238.64,21,8,23,29,6,2009
29837,744866,0.33,0.246,244.77,1,23,50,16,5,2008
29838,130256,0.314,0.088,239.8,0,4,20,17,3,2007
29839,460239,0.306,0.106,241.73,0,8,3,1,11,2007
29840,2051623,1.36,0.056,235.4,19,11,7,10,11,2010
29841,60757,0.558,0,241.29,0,22,1,27,1,2007
29842,1058883,0.428,0,244.33,4,1,27,21,12,2008
29843,1659013,1.912,0.19,240.56,0,19,37,10,2,2010
29844,68813,0.396,0.228,238.74,0,12,17,2,2,2007
29845,1393148,0.31,0.252,243.15,2,4,32,10,8,2009
29846,990972,0.35,0.084,240.8,0,21,36,3,11,2008
29847,1905108,1.376,0.196,240.09,20,17,12,31,7,2010
29848,1092597,1.586,0.164,240.75,19,11,21,13,1,2009
29849,411106,0.282,0.058,240.78,0,5,10,28,9,2007
29850,612417,1.426,0.086,245.32,18,0,21,15,2,2008
29851,1208212,1.052,0.1,241.92,0,18,16,3,4,2009
29852,1909532,0.35,0.11,242.55,1,18,56,3,8,2010
29853,437777,0.322,0.158,239.36,0,17,41,16,10,2007
29854,467071,0.51,0,241.44,0,1,55,6,11,2007
29855,1150054,0.376,0,243,0,8,58,22,2,2009
29856,112965,0.22,0,242.51,0,4,9,5,3,2007
29857,376294,0.292,0.234,241.46,0,0,58,4,9,2007
29858,1691258,0.598,0.228,242.23,1,5,2,5,3,2010
29859,1230981,1.4,0.062,242.39,19,13,45,19,4,2009
29860,623494,0.28,0,241.47,1,16,58,22,2,2008
29861,271252,0.292,0.242,239.3,1,2,16,23,6,2007
29862,1055092,1.306,0,240.55,17,10,16,18,12,2008
29863,656945,1.73,0,242.54,18,22,29,16,3,2008
29864,1573414,2.422,0,242.07,18,8,58,13,12,2009
29865,1139021,1.506,0.096,242.43,20,17,5,14,2,2009
29866,1414707,0.228,0.122,240.78,2,3,51,25,8,2009
29867,691862,0.326,0.086,243.42,0,4,26,10,4,2008
29868,2058041,1.35,0.224,237.26,2,22,5,14,11,2010
29869,1122562,2.588,0.164,241.45,18,6,46,3,2,2009
29870,1531833,0.404,0.076,238.45,0,11,57,14,11,2009
29871,62242,0.464,0.11,244.79,0,22,46,28,1,2007
29872,827069,0.228,0.092,241.03,1,1,53,13,7,2008
29873,891170,0.082,0,242.42,1,14,14,26,8,2008
29874,293002,0.3,0.242,242.49,2,4,46,8,7,2007
29875,405477,1.994,0.2,236.13,19,7,21,24,9,2007
29876,20937,2.788,0,242.9,0,6,21,31,12,2006
29877,1796051,1.478,0,242.68,19,23,35,16,5,2010
29878,1326624,0.23,0.096,244.25,2,23,48,24,6,2009
29879,1288456,1.458,0.192,240.3,18,11,40,29,5,2009
29880,886086,0.126,0.06,242.88,0,1,30,23,8,2008
29881,2029980,0.38,0.094,243.06,1,10,24,26,10,2010
29882,1268606,1.468,0.056,239.79,18,16,50,15,5,2009
29883,1999271,0.422,0.18,243.89,1,2,35,5,10,2010
29884,956820,0.49,0.328,239.72,3,4,24,11,10,2008
29885,56853,0.396,0.278,247.93,0,4,57,25,1,2007
29886,619398,1.442,0.058,238.96,0,20,42,19,2,2008
29887,1739745,2.738,0.092,236.82,19,21,9,7,4,2010
29888,790133,0.276,0.216,239.71,1,10,17,17,6,2008
29889,948795,2.592,0,237.51,18,14,39,5,10,2008
29890,1233903,0.472,0.236,241.04,2,14,27,21,4,2009
29891,426323,0.356,0.066,239.37,0,18,47,8,10,2007
29892,1417604,0.468,0.332,241.99,3,4,8,27,8,2009
29893,555438,1.686,0.048,235.99,17,10,42,6,1,2008
29894,1053343,0.28,0,246.02,0,5,7,17,12,2008
29895,1862930,0.382,0.226,237.34,2,10,14,2,7,2010
29896,67722,2.322,0,238.18,18,18,6,1,2,2007
29897,2016387,0.41,0.194,241.86,1,23,51,16,10,2010
29898,30417,0.98,0.154,238.39,0,20,21,6,1,2007
29899,127975,0.434,0.118,242.16,1,14,19,15,3,2007
29900,1724531,0.822,0.302,244.75,8,7,35,28,3,2010
29901,296888,0.454,0.086,243.32,0,21,32,10,7,2007
29902,1216583,0.652,0.192,240.8,2,13,47,9,4,2009
29903,234621,0.41,0.064,237.59,2,15,45,28,5,2007
29904,8862,2.732,0,238.41,19,21,6,22,12,2006
29905,88983,0.264,0,240.55,0,12,27,16,2,2007
29906,1331483,0.314,0.116,241.02,1,8,47,28,6,2009
29907,1821543,0.268,0.092,241.66,2,16,27,3,6,2010
29908,321026,1.228,0.1,234.6,17,15,50,27,7,2007
29909,430588,0.33,0.054,238.67,0,17,52,11,10,2007
29910,153628,1.964,0.064,235.68,17,9,52,2,4,2007
29911,804155,0.304,0.212,240.17,1,3,59,27,6,2008
29912,5172,1.088,0.11,244.51,0,7,36,20,12,2006
29913,1208954,1.498,0.114,243.25,18,6,38,4,4,2009
29914,2026997,0.494,0.284,243.48,3,8,41,24,10,2010
29915,1652908,0.634,0.23,243.65,0,13,52,6,2,2010
29916,590594,0.396,0.05,238.61,0,20,38,30,1,2008
29917,69200,2.558,0,238.01,17,18,44,2,2,2007
29918,779476,0.272,0.116,242.93,2,0,40,10,6,2008
29919,816423,1.34,0,240.11,19,16,27,5,7,2008
29920,1115481,1.954,0.18,240.36,18,8,45,29,1,2009
29921,918222,0.276,0.054,238.69,1,9,6,14,9,2008
29922,1739862,0.464,0.164,246.04,0,23,6,7,4,2010
29923,1547942,3.05,0.148,241.49,35,16,26,25,11,2009
29924,2028887,0.354,0.1,243.26,1,16,11,25,10,2010
29925,1845237,0.184,0,241.09,1,3,21,20,6,2010
29926,1201777,1.788,0,241.75,17,7,1,30,3,2009
29927,1173043,1.72,0.074,241.04,18,8,7,10,3,2009
29928,1409629,0.212,0.088,239.9,0,15,13,21,8,2009
29929,924320,1.33,0.084,240.37,18,14,44,18,9,2008
29930,830675,0.298,0.14,239.31,1,13,59,15,7,2008
29931,1391960,0.354,0.314,243.82,3,8,44,9,8,2009
29932,1385940,1.204,0,240.31,19,4,24,5,8,2009
29933,1034618,0.446,0.196,243.79,1,5,2,4,12,2008
29934,721726,0.352,0.118,239.66,1,22,10,30,4,2008
29935,1789831,1.37,0,245.04,19,15,55,12,5,2010
29936,1782845,1.422,0.156,240.37,0,19,29,7,5,2010
29937,358797,1.474,0,242.85,18,21,21,22,8,2007
29938,1709741,0.312,0.11,242.32,2,1,5,18,3,2010
29939,558041,0.286,0,242.95,0,6,5,8,1,2008
29940,626520,1.236,0,236.11,17,19,24,24,2,2008
29941,1352489,0.13,0,241.97,1,22,53,12,7,2009
29942,179067,0.312,0.256,240.59,1,1,51,20,4,2007
29943,461757,0.198,0,236.99,0,9,21,2,11,2007
29944,349464,1.252,0,237.54,17,9,48,16,8,2007
29945,1704068,0.344,0.13,242.94,1,2,32,14,3,2010
29946,1673138,0.272,0.052,243.08,1,15,2,20,2,2010
29947,2000573,0.926,0,240.83,1,0,17,6,10,2010
29948,360035,0.27,0.116,242.29,0,17,59,23,8,2007
29949,2062434,0.674,0.134,244.25,0,23,18,17,11,2010
29950,1408783,0.152,0,238.89,1,1,7,21,8,2009
29951,1755419,1.598,0.068,236.52,18,18,23,18,4,2010
29952,935663,1.272,0.074,239.22,18,11,47,26,9,2008
29953,1472949,1.492,0.142,240.41,23,14,33,4,10,2009
29954,1950049,0.704,0.108,244.62,0,22,13,31,8,2010
29955,95273,3.464,0.314,236.11,38,21,17,20,2,2007
29956,765562,1.87,0.074,238.44,29,8,46,31,5,2008
29957,123566,0.766,0,238.66,0,12,50,12,3,2007
29958,1779764,0.362,0.054,236.66,0,16,8,5,5,2010
29959,1115731,1.858,0.104,244.08,18,12,55,29,1,2009
29960,1509507,0.426,0.152,245.11,2,23,51,29,10,2009
29961,511718,1.328,0,243.63,18,2,2,7,12,2007
29962,608869,1.898,0,236.34,18,13,13,12,2,2008
29963,1455718,0.33,0.216,241.62,3,15,22,22,9,2009
29964,822022,1.282,0.118,239.75,19,13,46,9,7,2008
29965,1105022,0.286,0.05,247.36,1,2,26,22,1,2009
29966,1576572,2.258,0.214,246.22,19,13,36,15,12,2009
29967,319879,0.668,0.224,235.89,3,20,43,26,7,2007
29968,1119347,2.908,0.328,245.66,20,1,11,1,2,2009
29969,911630,0.326,0.116,242.85,1,19,14,9,9,2008
29970,287916,0.22,0.106,242.41,1,16,0,4,7,2007
29971,186538,0.106,0,234.48,0,6,22,25,4,2007
29972,478586,0.33,0.106,242.64,0,1,50,14,11,2007
29973,82155,3.06,0.148,237.21,17,18,39,11,2,2007
29974,1460993,2.316,0,241.31,18,7,17,26,9,2009
29975,1694492,1.342,0,242.36,19,10,56,7,3,2010
29976,1026747,1.786,0,241.48,0,17,51,28,11,2008
29977,1092062,0.264,0.046,246.93,0,2,26,13,1,2009
29978,2005868,1.93,0.144,238.86,23,16,32,9,10,2010
29979,1192600,2.6,0.06,235.8,37,22,4,23,3,2009
29980,1794890,0.472,0.202,242.96,1,4,14,16,5,2010
29981,290451,0.192,0.094,237.04,2,10,15,6,7,2007
29982,610301,0.534,0.294,243.1,0,13,5,13,2,2008
29983,736183,0.98,0.112,242.39,1,23,7,10,5,2008
29984,805798,0.334,0.058,237.74,0,7,22,28,6,2008
29985,1331505,0.242,0,244.95,0,9,9,28,6,2009
29986,768935,0.344,0.092,233.26,1,16,59,2,6,2008
29987,1768920,0.242,0,243.24,1,3,24,28,4,2010
29988,509343,1.364,0.098,239.58,18,10,27,5,12,2007
29989,879097,0.084,0,243.73,1,5,1,18,8,2008
29990,1165190,2.726,0,238.78,19,21,14,4,3,2009
29991,862969,0.158,0.138,239.71,2,0,13,7,8,2008
29992,180031,0.32,0.112,239.51,0,17,55,20,4,2007
29993,833630,1.698,0.216,238.53,21,15,14,17,7,2008
29994,614588,0.772,0.3,243.47,0,12,32,16,2,2008
29995,626791,0.218,0,243.94,0,23,55,24,2,2008
29996,1724587,0.252,0,244.41,1,8,31,28,3,2010
29997,1354335,0.23,0.136,243.09,1,5,39,14,7,2009
29998,1451567,2.872,0.186,238.31,43,18,11,19,9,2009
29999,1736389,0.3,0.086,243.3,2,13,13,5,4,2010
30000,446114,1.278,0,240.02,18,12,38,22,10,2007
30001,22914,2.646,0.114,238.32,17,15,18,1,1,2007
30002,1158269,0.356,0.102,243.1,0,1,53,28,2,2009
30003,287105,0.432,0.32,241.82,1,2,29,4,7,2007
30004,231902,0.278,0,237.6,0,18,26,26,5,2007
30005,612957,1.326,0.056,237.71,17,9,21,15,2,2008
30006,1188898,1.77,0.096,241.08,18,8,22,21,3,2009
30007,1637005,2.144,0.046,243.19,19,12,49,26,1,2010
30008,586059,2.438,0,240.22,21,17,3,27,1,2008
30009,839224,0.466,0.072,236.32,1,12,28,21,7,2008
30010,762047,1.176,0.386,239.65,2,22,11,28,5,2008
30011,1728160,0.936,0.146,243.24,1,20,4,30,3,2010
30012,311615,0.214,0.084,235.24,0,2,59,21,7,2007
30013,1246446,2.056,0.178,241.94,20,7,30,30,4,2009
30014,133271,0.23,0,245.73,0,6,35,19,3,2007
30015,2016551,1.002,0.384,242.92,12,2,35,17,10,2010
30016,123783,1.622,0.226,241.78,19,16,27,12,3,2007
30017,1221816,0.316,0,241.35,0,5,0,13,4,2009
30018,1300314,0.978,0.212,240.89,5,17,18,6,6,2009
30019,1834977,1.76,0.29,238.95,2,0,21,13,6,2010
